Ano,Certificado,Tipo,Modelo,Número de Série
2022,101-192534-1.pdf,  85106,  Anemômetro ultrassônico,  003639
2022,101-192535-1.pdf,  85106,  Anemômetro ultrassônico,  3639
2022,101-192605-1.pdf,  425,  Anemômetro de fio quente,  03314261
2022,101-192629-1.pdf,  160-24,  Tubo de Pitot Estático,  Não consta
2022,101-192678-1.pdf,  12102,  Anemômetro de Copos,  Não consta
2022,101-192683-1.pdf,  Não consta,  Tubo dePitot  S,  
2022,101-192694-1.pdf,  MDA-11,  Anemômetro de Pás,  110407
2022,101-192732-1.pdf,  PL-300,  Tubo de Pitot Cole,  404
2022,101-192813-1.pdf,  AM-4836C,  Anemômetro de copos,  034596
2022,101-192835-1.pdf,  WXT536,  Anemômetro ultrassônico,   N4850921
2022,101-192836-1.pdf,  WXT536,  Anemômetro ultrassônico,  N4850921
2022,101-192851-1.pdf,  wt82b,  Anemômetro de Pás,  H19191716
2022,101-192878-1.pdf,  KR865,  Anemômetro de fio quente,  20181001238
2022,101-192881-1.pdf,  KR865,  Anemômetro de Fio Quente,  20181001236
2022,101-192897-1.pdf,  MWS 5MV,  Anemômetro de copos,   1030509
2022,101-192916-1.pdf,  HH31A,  Anemômetro de Pás,  40-05-01307
2022,101-192928-1.pdf,  8901,  Anemômetro de pás,  9502486
2022,101-192962-1.pdf,  417,  Anemômetro de Pás,  02842393
2022,101-192991-1.pdf,  417,  Anemômetro de Pás,  02842393
2022,101-193004-1.pdf,  WXT520,  Anemômetro ultrassônico,   L4150329
2022,101-193006-1.pdf,  WXT520,  Anemômetro ultrassônico,  L4150329
2022,101-193047-1.pdf,  Itan 720,  Anemômetro de Pás,  P10197663
2022,101-193085-1.pdf,  MDA-11,  Anemômetro de Pás,  18000076
2022,101-193216-1.pdf,  417,  Anemômetro de Pás,  02744994
2022,101-193256-1.pdf,  LCA 6000,  Anemômetro de pás,  A13816 
2022,101-193265-1.pdf,  LCA 6000,  Anemômetro de pás,  A11936
2022,101-193283-1.pdf,  LCA 6000,  Anemômetro de pás,  A16074
2022,101-193284-1.pdf,  WXT-520,  Anemômetro ultrassônico,   K222016
2022,101-193290-1.pdf,  WXT520,  Anemômetro Ultrassônico,  K222016
2022,101-193298-1.pdf,  OMC-160,  Anemômetro de Copos,   16006180
2022,101-193299-1.pdf,  OMC-160,  Anemômetro de Copos,  16006180
2022,101-193342-1.pdf,  Series 471,  Anemômetro de Fio Quente,  41041
2022,101-193418-1.pdf,  C034B,  Anemômetro de copos,  U13677
2022,101-193425-1.pdf,  C034B,  Anemômetro de Copos,  U13677
2022,101-193442-1.pdf,  Windsonic,  Anemômetro ultrassônico,  14400029
2022,101-193448-1.pdf,  Windsonic ,  Anemômetro Ultrassônico,  14400029
2022,101-193515-1.pdf,  160-8,  Tubo de Pitot Estático,  não consta
2022,101-193516-1.pdf,  Fluke 922 / 160-12,  Tubo de Pitot Estático / Manometro diferencial de pressão,  não consta
2022,101-193534-1.pdf,  4.3351.10.000,  Anemômetro de Copos,  03175950
2022,101-193537-1.pdf,  4.3351.10.000,  Anemômetro de Copos,  11143329
2022,101-193539-1.pdf,  4.3351.10.000,  Anemômetro de Copos,  11143344
2022,101-193549-1.pdf,  4.3351.10.000,  Anemômetro de Copos,  01153872
2022,101-193552-1.pdf,  4.3351.10.000,  Anemômetro de Copos,  11143332
2022,101-193554-1.pdf,  4.3351.10.000,  Anemômetro de Copos,  12143671
2022,101-193555-1.pdf,  4.3351.10.000,  Anemômetro de Copos,  03180503
2022,101-193557-1.pdf,  4.3351.10.000,  Anemômetro de Copos,  11143327
2022,101-193559-1.pdf,  4.3351.10.000,  Anemômetro de Copos,  11143355
2022,101-193560-1.pdf,  4.3351.10.000,  Anemômetro de Copos,  11143343
2022,101-193571-1.pdf,  4.3351.10.000,  Anemômetro de Copos,  11195009
2022,101-193573-1.pdf,  4.3351.10.000,  Anemômetro de Copos,  11143326
2022,101-193578-1.pdf,  4.3351.10.000,  Anemômetro de Copos,  11143330
2022,101-193640-1.pdf,  85106,  Anemômetro ultrassônico,  003631
2022,101-193643-1.pdf,  85106,  Anemômetro ultrassônico,  3631
2022,101-193649-1.pdf,  86000-SDI,  Anemômetro ultrassônico,  5842
2022,101-193651-1.pdf,  86000-SDI,  Anemômetro ultrassônico,  0005842
2022,101-193768-1.pdf,  YF6-8B,  Anemômetro de copos,   Não consta
2022,101-193773-1.pdf,  YF6-8B,  Anemômetro de copos,   Não consta
2022,101-193809-1.pdf,  ITAN 720,  Anemômetro de Pás,  PH2E6558218280
2022,101-193813-1.pdf,  AN-3020,  anemômetro de pás,  A3020 0108
2022,101-193838-1.pdf,  MDA-11A,  Anemômetro de Pás,  2928345
2022,101-193878-1.pdf,  160-8,  Tubo de Pitot Estático,  não consta
2022,101-193879-1.pdf,  160-8,  Tubo de Pitot Estático,  não consta
2022,101-193902-1.pdf,  160-8,  Tubo de Pitot Estatico,  não consta
2022,101-193936-1.pdf,  AM-4201,  anemômetro de Pás,  L550354
2022,101-193968-1.pdf,  MDA-11,  Anemômetro de Pás,  080677
2022,101-193996-1.pdf,  410-1,  Anemômetro de Pás,  38467390/803
2022,101-193997-1.pdf,  TAFR-200,  Anemômetro de Fio Quente,  151127975
2022,101-193998-1.pdf,  400 / Hot wire Probe 0635 1032,  Anemômetro de Fio Quente,  20836667 / 62678220
2022,101-194000-1.pdf,  400 / Vane Probe 0635 9370,  Anemômetro de Pás,  20836667 / 20622192
2022,101-194006-1.pdf,  925,  Anemômetro de Pás,  1110591
2022,101-194041-1.pdf,  Velocicalc,  Anemômetro de fio quente,  T95351129013
2022,101-194080-1.pdf,  521,  Medidor de velocidade do ar com tubo de Pitot,  6E+07
2022,101-194091-1.pdf,  IP40-2 / HD 403TS,  Anemômetro fio-quente,  0838146 / 12006383
2022,101-194109-1.pdf,  LCA 6000,  Anemômetro de pás,  A11535
2022,101-194110-1.pdf,  TAFR-200,  Anemômetro de Fio Quente,  151127975
2022,101-194112-1.pdf,  400 / Hot wire Probe 0635 1032,  Anemômetro de Fio Quente,  20836667 / 62678220
2022,101-194114-1.pdf,  400 / Vane Probe 0635 9370,  Anemômetro de Pás,  20836667 / 20622192
2022,101-194126-1.pdf,  2000,  Anemômetro de Pás,  1797151
2022,101-194131-1.pdf,  LCA 6000,  Anemômetro de pás,  A13556
2022,101-194138-1.pdf,  LCA 6000,  Anemômetro de pás,  A11940
2022,101-194154-1.pdf,  LCA 6000,  Anemômetro de pás,  A13806
2022,101-194173-1.pdf,  LCA 6000,  Anemômetro de pás,  A13931
2022,101-194183-1.pdf,  450-V1,  Anemômetro de fio quente,  41566908
2022,101-194184-1.pdf,  925,  Anemômetro de Pás,  1110007
2022,101-194204-1.pdf,  PH731,  Velgrid,  PH7312124004
2022,101-194210-1.pdf,  PH731,  Velgrid,  PH7312124001
2022,101-194220-1.pdf,  ETB731,  Velgrid,  EBT732015012
2023,101-194277-1.pdf,  WT1081 / WA67B,  Estação Meteorológica,  30.831 / 30.832
2023,101-194278-1.pdf,  ITAN 720,  Anemômetro de Pás,  N456653
2023,101-194290-1.pdf,  86000-SDI,  Anemômetro ultrassônico,  0005839
2023,101-194291-1.pdf,  86000-SDI,  Anemômetro ultrassônico,  5839
2023,101-194335-1.pdf,  AD-250,  Anemômetro de Pás,  Q937491
2023,101-194336-1.pdf,  AD-250,  Anemômetro de Pás,  Q942329
2023,101-194379-1.pdf,  EBT731,  Velgrid,  EBT731616013
2023,101-194399-1.pdf,  86000-SDI,  Anemômetro ultrassônico,  0005839
2023,101-194456-1.pdf,  Wind Observator II,  Anemômetro Ultrassonico,   1826027
2023,101-194457-1.pdf,  Wind Observator II,  Anemômetro Ultrassonico,  1826027
2023,101-194502-1.pdf,  PL-1500,  Tubo de Pitot Cole,  não consta
2023,101-194503-1.pdf,  PL-1200,  Tubo de Pitot Cole,  não consta
2023,101-194535-1.pdf,  PL-600,  Tubo de Pitot Cole,  não consta
2023,101-194536-1.pdf,  PL-1000,  Tubo de Pitot Cole,  583
2023,101-194572-1.pdf,  PL-1200,  Tubo de Pitot Cole,  não consta
2023,101-194585-1.pdf,  PL-2500,  Tubo de Pitot Cole,  não consta
2023,101-194624-1.pdf,  Sonda  FVAD 15-H  / Data logger Almeno 204,   Anemômetro de Pás + Data logger,  H22010028
2023,101-194630-1.pdf,  AP471S3,  Anemômetro de Fio Quente,  06004118
2023,101-194660-1.pdf,  MDA-10A,   Anemômetro de Pás,  2792066
2023,101-194671-1.pdf,  AK821,  Anemômetro de pás,  62103007853
2023,101-194674-1.pdf,  AN-3050,  Anemômetro de Pás,  A3050.0381
2023,101-194677-1.pdf,  AN-3030,  Anemômetro de Pás,  A3030.0461
2023,101-194683-1.pdf,  160-8,  Tubo de Pitot Estático,  não consta
2023,101-194687-1.pdf,  160-8,  Tubo de Pitot Estático,  não consta
2023,101-194724-1.pdf,  MWS 88-2 / SPM50,  Estação Meteorológica / Scada Mobile,  1038648 / 2123215
2023,101-194725-1.pdf,  MWS 88 / SPM50,  Estação Meteorológica / SCADA Mobile,   1038648 / 2123215
2023,101-194739-1.pdf,  0635 1032,  Anemômetro de fio quente,  20727933
2023,101-194769-1.pdf,  Não consta / HD350,  Tubo de Pitot estático / Manômetro,  140610344
2023,101-194776-1.pdf,  Não consta / HD350,  Tubo de Pitot estático / Manômetro,  150721075
2023,101-195056-1.pdf,  YF6-8B,  Anemômetro de Copos,   220/0042
2023,101-195060-1.pdf,  86000-SDI,  Anemômetro ultrassônico,  005838
2023,101-195067-1.pdf,  86000-SDI,  Anemômetro ultrassônico,  005838
2023,101-195089-1.pdf,  LV 110,  Anemômetro de Pás,  1P180865703
2023,101-195163-1.pdf,  PL-1200,  Tubo de Pitot Cole,  1530
2023,101-195164-1.pdf,  PL-1500,  Tubo de Pitot Cole,  1252
2023,101-195165-1.pdf,  PL-1500,  Tubo de Pitot Cole,  1534
2023,101-195202-1.pdf,  PL-2500,  Tubo de Pitot Cole,  Não consta
2023,101-195204-1.pdf,  PL-2500,  Tubo de Pitot Cole,  Não consta
2023,101-195227-1.pdf,  PL-2500,  Tubo de Pitot Cole,  Não consta
2023,101-195246-1.pdf,  PL-1800,  Tubo de Pitot Cole,  1456
2023,101-195254-1.pdf,  PL-1800,  Tubo de Pitot Cole,  1455
2023,101-195310-1.pdf,  PL-600,  Tubo de Pitot Cole,  não consta
2023,101-195312-1.pdf,  PL-600,  Tubo de Pitot Cole,  Não consta
2023,101-195317-1.pdf,  PL-500,  Tubo de Pitot Cole,  Não consta
2023,101-195324-1.pdf,  PL-900,  Tubo de Pitot Cole,  Não consta
2023,101-195334-1.pdf,  WXT536,  Anemômetro ultrassônico,   N1720356
2023,101-195335-1.pdf,  WXT530,  Anemômetro Ultrassonico,  N1720356
2023,101-195339-1.pdf,  PL-500,  Tubo de Pitot Cole,  0093
2023,101-195342-1.pdf,  PL-1000,  Tubo de Pitot Cole,  Não consta
2023,101-195351-1.pdf,  PL-1000,  Tubo de Pitot Cole,  Não consta
2023,101-195361-1.pdf,  PL-1500,  Tubo de Pitot Cole,  Não consta
2023,101-195362-1.pdf,  PL-2100,  Tubo de Pitot Cole,  Não consta
2023,101-195368-1.pdf,  PL-1200,  Tubo de Pitot Cole,  Não consta
2023,101-195436-1.pdf,  WAA151,  Anemômetro de Copos,  R3224601
2023,101-195437-1.pdf,  WAA151,  Anemômetro de Copos,  R3542152
2023,101-195520-1.pdf,  4.3519.10.000,  Anemômetro de copos,   12210003
2023,101-195521-1.pdf,  4.3519.10.000,  Anemômetro de copos,   12210009
2023,101-195522-1.pdf,  4.3519.10.000,  Anemômetro de copos,   12210021
2023,101-195524-1.pdf,  ORA 00.14549.210000,  Anemômetro de copos,   861927.0016
2023,101-195526-1.pdf,  ORA 00.14549.210000,  Anemômetro de copos,   861927.0018
2023,101-195534-1.pdf,  ORA 00.14549.210000,  Anemômetro de copos,   861927.0003
2023,101-195550-1.pdf,  OMC-160-3,  Anemômetro de Copos,  160300098
2023,101-195551-1.pdf,  OMC-160-3,  Anemômetro de Copos,   160300098
2023,101-195582-1.pdf,  Vaisala,  Anemômetro ultrassônico,   WXT530
2023,101-195583-1.pdf,  WXT-530,  Anemômetro Ultrassonico,  N1450164 
2023,101-195595-1.pdf,  OMC-116M,  Anemômetro Ultrassonico,  090.0519.1216.034
2023,101-195596-1.pdf,  OMC-116M,  Anemômetro Ultrassonico,  090.0519.1216.034
2023,101-195609-1.pdf,  425,  Anemômetro de fio quente,  03513512
2023,101-195673-1.pdf,  425,  Anemômetro de fio quente,  03513512
2023,101-195732-1.pdf,  EBT731,  Velgrid,  EBT731238015
2023,101-195787-1.pdf,  MDA-20,  Anemômetro de Pás,  1937612
2023,101-195790-1.pdf,  MDA-20,  Anemômetro de Pás,  Não consta
2023,101-195804-1.pdf,  MDA-11A,  Anemômetro de Pás,  Não consta
2023,101-195805-1.pdf,  Não consta,  Anemômetro de Pás,  H20440643
2023,101-195830-1.pdf,  480 / sonda 0635 9542,  Anemômetro de pás,  02394348 / 60349153
2023,101-195837-1.pdf,  AMI 310 / SH 100,  Anemômetro de pás,  3P60701754 / 4P160714080
2023,101-195847-1.pdf,  450-V1,  Anemômetro de fio quente,  41566908
2023,101-195850-1.pdf,  925,  Anemômetro de Pás,  1110017
2023,101-195863-1.pdf,  MDA-11,  Anemômetro de pás,  140689
2023,101-195870-1.pdf,  MDA-11,  Anemômetro de Pás,  15000421
2023,101-195871-1.pdf,  MDA-11,  Anemômetro de Pás,  15000329
2023,101-195929-1.pdf,  425,  Anemômetro de fio quente,  02795021
2023,101-195968-1.pdf,  425,  Anemômetro de fio quente,  02795021
2023,101-195970-1.pdf,  AM-4201,  Anemômetro de Pás,  L640883
2023,101-195974-1.pdf,  417,  Anemômetro de Pás,  62046616
2023,101-195991-1.pdf,  LCA 6000,  Anemômetro de pás,  074216
2023,101-195994-1.pdf,  ITAN 720,  Anenômetro de pás ,  ST017640
2023,101-196016-1.pdf,  Não consta,  Tubo de Pitot S,  Não consta
2023,101-196018-1.pdf,  Não consta,  Tubo de Pitot S,  Não consta
2023,101-196042-1.pdf,  WindSonic OPT4,  Anemômetro Ultrassonico,  23030206
2023,101-196043-1.pdf,  Gill Windsonic OPT4,  Anemômetro ultrassônico,  23030206
2023,101-196049-1.pdf,  WindSonic OPT4,  Anemômetro Ultrassonico,  23030203
2023,101-196050-1.pdf,  Gill Windsonic OPT4,  Anemômetro ultrassônico,  23030203
2023,101-196053-1.pdf,  WindSonic OPT4,  Anemômetro Ultrassonico,  23030207
2023,101-196054-1.pdf,  Gill Windsonic OPT4,  Anemômetro ultrassônico,  23030207
2023,101-196068-1.pdf,  WindSonic OPT4,  Anemômetro Ultrassonico,  18370078
2023,101-196069-1.pdf,  Gill Windsonic OPT4,  Anemômetro ultrassônico,  18370078
2023,101-196097-1.pdf,  2000,  Anemômetro de Pás,  1894396
2023,101-196105-1.pdf,  MDA-10A,  Anemômetro de Pás,  2792066
2023,101-196117-1.pdf,  925,  Anemômetro de Pás ,  1111547
2023,101-196142-1.pdf,  Não consta,  Tubo de Pitot Estatico ,  Não consta
2023,101-196148-1.pdf,  160-8,  Tubo de Pitot Estatico ,  não consta
2023,101-196154-1.pdf,  160-8,  Tubo de Pitot Estatico ,  não consta
2023,101-196180-1.pdf,  MDA-10A,  Anemômetro de Pás,  não consta
2023,101-196200-1.pdf,  WXT520,  Anemômetro Ultrassonico,  1830002
2023,101-196201-1.pdf,  WXT520,  Anemômetro Ultrassonico,  1830002
2023,101-196257-1.pdf,  AN-3B ,  Anemômetro de Copos,   23838 
2023,101-196293-1.pdf,  TAFR-200,  Anemômetro de fio quente,  190815870
2023,101-196322-1.pdf,  03102L,  Aneômetro de Copos,   20032
2023,101-196327-1.pdf,  03102L,  Aneômetro de Copos,   20030
2023,101-196340-1.pdf,  03102L,  Aneômetro de Copos,   020029
2023,101-196363-1.pdf,  03102L,  Aneômetro de Copos,   020028
2023,101-196400-1.pdf,  WXT530,  Anemômetro Ultra-sônico,   R4630392
2023,101-196401-1.pdf,  WXT530,  Anemômetro Ultra-sônico,  R4630392
2023,101-196424-1.pdf,  C034B,  Anemômetro de copos,  U13687
2023,101-196425-1.pdf,  C034B,  Anemometro de copos,  U13687
2023,101-196458-1.pdf,  480 / Sonda 0635 9542,  Anemômetro de Pás ,  60698402 / 02871575
2023,101-196478-1.pdf,  417,  Anemômetro de pás,  60381947
2023,101-196503-1.pdf,  400 / sonda 0635 9540,  Anemômetro de pás,   01572650/808 / 0430 3545/005
2023,101-196523-1.pdf,  4.3351.10.000,  Anemômetro de Copos,   09197469
2023,101-196524-1.pdf,  não consta,  Tubo de Pitot S,  não consta
2023,101-196525-1.pdf,  não consta,  Tubo de Pitot S,  não consta
2023,101-196527-1.pdf,  4.3351.10.000,  Anemômetro de Copos,   09197464
2023,101-196529-1.pdf,  4.3351.10.000,  Anemômetro de Copos,   09197467
2023,101-196531-1.pdf,  4.3351.10.000,  Anemômetro de Copos,   09197470
2023,101-196544-1.pdf,  4.3351.10.000,  Anemômetro de Copos,   02127501
2023,101-196551-1.pdf,  4.3351.10.000,  Anemômetro de Copos,   09197466
2023,101-196587-1.pdf,  C034B,  Anemometro de copos,  U13687
2023,101-196599-1.pdf,   Flowmaster 54N60,   Anemômetro fio quente,   646/650
2023,101-196600-1.pdf,   Flowmaster 54N60,   Anemômetro fio quente,   646/650
2023,101-196619-1.pdf,  ITAN900B,  Anemômetro de Pás,  H21098479
2023,101-196645-1.pdf,  AWK-100,  Anemômetro de Copos,  023 0302 0001 7313
2023,101-196664-1.pdf,  AN-3B ,  Anemômetro de Copos,   23838 
2023,101-196669-1.pdf,  DT-8920,  Tubo de Pitot Estatico + Manometro,  210613450
2023,101-196679-1.pdf,  WindSonic OPT4,  Anemômetro Ultrassonico,  23030204
2023,101-196680-1.pdf,  Gill Windsonic OPT4,  Anemômetro ultrassônico,  23030204
2023,101-196685-1.pdf,  WindSonic OPT4,  Anemômetro Ultrassonico,  23030205
2023,101-196686-1.pdf,  Gill Windsonic OPT4,  Anemômetro ultrassônico,  23030205
2023,101-196699-1.pdf,  WindSonic OPT4,  Anemômetro Ultrassonico,  23030208
2023,101-196700-1.pdf,  Gill Windsonic OPT4,  Anemômetro ultrassônico,  23030208
2023,101-196710-1.pdf,  WindSonic OPT4,  Anemômetro Ultrassonico,  23030202
2023,101-196711-1.pdf,  Gill Windsonic OPT4,  Anemômetro ultrassônico,  23030202
2023,101-196744-1.pdf,  TA440,  Anemômetro de Fio Quente,  TA4402234005
2023,101-196745-1.pdf,  TA440,  Anemômetro de Fio Quente,  TA4402234005
2023,101-196754-1.pdf,  445,  Anemômetro de pás,  60303041 / Não consta
2023,101-196773-1.pdf,  PL-600,  Tubo de Pitot Cole,  não consta
2023,101-196775-1.pdf,  PL-900,  Tubo de Pitot Cole,  não consta
2023,101-196784-1.pdf,  PL-600,  Tubo de Pitot Cole,  não consta
2023,101-196802-1.pdf,  PL-900,  Tubo de Pitot Cole,  não consta
2023,101-196813-1.pdf,  PL-900,  Tubo de Pitot Cole,  não consta
2023,101-196814-1.pdf,  PL-1000,  Tubo de Pitot Cole,  não consta
2023,101-196818-1.pdf,  PL-1000,  Tubo de Pitot Cole,  não consta
2023,101-196819-1.pdf,  PL-1200,  Tubo de Pitot Cole,  não consta
2023,101-196843-1.pdf,  MWS 5MV,  Anemômetro de copos,   1030509
2023,101-196853-1.pdf,  PL-2500,  Tubo de Pitot Cole,  não consta
2023,101-196858-1.pdf,  PL-2500,  Tubo de Pitot Cole,  não consta
2023,101-196862-1.pdf,  PL-1500,  Tubo de Pitot Cole,  não consta
2023,101-196864-1.pdf,  PL-2500,  Tubo de Pitot Cole,  não consta
2023,101-196870-1.pdf,  445,  Anemômetro de pás,  60303041 / Não consta
2023,101-196871-1.pdf,  PL-1200,  Tubo de Pitot Cole,  não consta
2023,101-196879-1.pdf,  PL-900,  Tubo de Pitot Cole,  não consta
2023,101-196880-1.pdf,  PL-1800,  Tubo de Pitot Cole,  1455
2023,101-196892-1.pdf,  417,  Anemômetro de Pás,  63473299
2023,101-196934-1.pdf,  Flow Calculation System | #KPC2.S/5 ,  Tubo de pitot estático,  0006 | 73471 
2023,101-196990-1.pdf,  DT-8920,  Tubo de pitot estático + Manômetro,  190607725
2023,101-197127-1.pdf,  WindSonic OPT1,  Anemômetro Ultrassonico,   10350012
2023,101-197138-1.pdf,  MWS 8,  Anemômetro de copos,   1031046
2023,101-197144-1.pdf,  VsensDB-V,  Anemômetro de Copos,   VV00150
2023,101-197147-1.pdf,  VsensDB-V,  Anemômetro de Copos,   VV0152
2023,101-197176-1.pdf,  410-1,  Anemômetro de Pás,  38476562/907
2023,101-197183-1.pdf,  410-1,  Anemômetro de Pás,  38474457/904
2023,101-197213-1.pdf,  THAL-300,  Anemômetro de pás,  Q909610
2023,101-197239-1.pdf,  YF6-8B,  Anemômetro de copos,   Não consta
2023,101-197252-1.pdf,  YF6-8B,  Anemômetro de copos,   Não consta
2023,101-197309-1.pdf,  HHF-SD1,  Anemômetro de fio quente,  T.047445
2023,101-197369-1.pdf,  4.3351.10.000,  Anemômetro de cops,   09163943
2023,101-197374-1.pdf,  4.3351.10.000,  Anemômetro de cops,   08142249
2023,101-197376-1.pdf,  4.3351.10.000,  Anemômetro de cops,   08141988
2023,101-197389-1.pdf,  4.3351.10.000,  Anemômetro de cops,   03180976
2023,101-197392-1.pdf,  4.3351.10.000,  Anemômetro de cops,   09163973
2023,101-197393-1.pdf,  4.3351.10.000,  Anemômetro de cops,   11183625
2023,101-197397-1.pdf,  4.3351.10.000,  Anemômetro de cops,   05181454
2023,101-197406-1.pdf,  4.3351.10.000,  Anemômetro de cops,   09163901
2023,101-197416-1.pdf,  4.3351.10.000,  Anemômetro de cops,   09163917
2023,101-197431-1.pdf,  4.3351.10.000,  Anemômetro de cops,   03180978
2023,101-197433-1.pdf,  4.3351.10.000,  Anemômetro de cops,   09163843
2023,101-197438-1.pdf,  4.3351.10.000,  Anemômetro de cops,   08142190
2023,101-197446-1.pdf,  4.3351.10.000,  Anemômetro de cops,   091633980
2023,101-197457-1.pdf,  4.3351.10.000,  Anemômetro de cops,   08141977
2023,101-197459-1.pdf,  4.3351.10.000,  Anemômetro de cops,   03180980
2023,101-197467-1.pdf,  4.3351.10.000,  Anemômetro de cops,   09163949
2023,101-197475-1.pdf,  4.3351.10.000,  Anemômetro de cops,   03140356
2023,101-197502-1.pdf,  AN-3C,  Anemometro de cops,   106605
2023,101-197518-1.pdf,  MDA-11,  Anemômetro de Pás,  080564
2023,101-197549-1.pdf,  µP-TAD,  Anemômetro de Pás,  0757
2023,101-197559-1.pdf,  AK834,  Anemômetro de Pás,  172981
2023,101-197595-1.pdf,  MDA-11A,  Anemômetro de Pás,  2382108
2023,101-197622-1.pdf,  PL-400,  Tubo de Pitot Cole,  9069
2023,101-197648-1.pdf,  PL-400,  Tubo de Pitot Cole,  1525
2023,101-197649-1.pdf,  PL-600,  Tubo de Pitot Cole,  1526
2023,101-197719-1.pdf,  RK-120-03,  Anemômetro Ultrassônico,  R23051133
2023,101-197720-1.pdf,  RK-120-03,  Anemômetro Ultrassônico,  R23051133
2023,101-197721-1.pdf,  4.3352.10.000,  Anemômetro de cops,   10181740
2023,101-197722-1.pdf,  4.3352.10.000,  Anemômetro de cops,   10181733
2023,101-197723-1.pdf,  4.3351.10.000,  Anemômetro de cops,   11159763
2023,101-197724-1.pdf,  4.3351.10.000,  Anemômetro de cops,   11159765
2023,101-197725-1.pdf,  4.3352.10.000,  Anemômetro de cops,   06161986
2023,101-197726-1.pdf,  4.3351.10.000,  Anemômetro de cops,   04128914
2023,101-197768-1.pdf,  4.3351.10.000,  Anemômetro de cops,   08917488
2023,101-197772-1.pdf,  4.3351.10.000,  Anemômetro de cops,   09197489
2023,101-197773-1.pdf,  4.3351.10.000,  Anemômetro de cops,   11159755
2023,101-197774-1.pdf,  160-16 / ADX610,  Tubo de Pitot com Manometro,  AXD611642002
2023,101-197775-1.pdf,  4.3351.10.000,  Anemômetro de cops,   11159754
2023,101-197777-1.pdf,  4.3351.10.000,  Anemômetro de cops,   09158998
2023,101-197781-1.pdf,  4.3351.10.000,  Anemômetro de cops,   04128925
2023,101-197799-1.pdf,  4.3351.10.000,  Anemômetro de cops,   06162048
2023,101-197801-1.pdf,  4.3351.10.000,  Anemômetro de cops,   06162049
2023,101-197923-1.pdf,  EBT731,  Velgrid,  EBT731247015 
2023,101-197985-1.pdf,  HM-381,  Anemômetro de Pás,  EK1657522
2023,101-198103-1.pdf,  AD-145,  Anemômetro de pás,  04420848
2023,101-198113-1.pdf,  C034B,  Anemômetro de copos,  U13687
2023,101-198114-1.pdf,  C034B,  Anemometro de copos,  U13687
2023,101-198155-1.pdf,  PL-800,  Tubo de Pitot cole,  1527
2023,101-198156-1.pdf,  PL-800,  Tubo de Pitot cole,  1528
2023,101-198224-1.pdf,  440 / Sonda 0635 1032,  Anemômetro de Fio quente,  84184771 / 21171764
2023,101-198225-1.pdf,  440 / Sonda 0635 1032,  Anemômetro de Fio quente,  84184771 / 21171764
2023,101-198239-1.pdf,  RVA501,  Anemômetro de Pás,  RVA500802002
2023,101-198241-1.pdf,  HM-381,  Anemômetro de Pás,  EK1657522
2023,101-198244-1.pdf,  HM-381,  Anemômetro de pás,  EK1657522
2023,101-198310-1.pdf,  WXT536,  Anemômetro ultrassônico,   R4630391
2023,101-198312-1.pdf,  WXT536,  Anemômetro ultrassônico,  R4630391
2023,101-198324-1.pdf,  WAA151,  Anemômetro de Copos,   K48409
2023,101-198325-1.pdf,  WAA151,  Anemômetro de Copos,   K48415
2023,101-198465-1.pdf,  160-12 T19X,  Tubo de Pitot Estático,  não consta
2023,101-198481-1.pdf,  MDA-10A,  Anemômetro de Pás,  611640
2023,101-198482-1.pdf,  417,  Anemômetro de Pás,  662046616
2023,101-198487-1.pdf,  Wind Sonic OPT 1,  Anemômetro Ultrassônico,   20370131
2023,101-198488-1.pdf,  Wind Sonic OPT 1,  Anemômetro Ultrassônico,  20370131
2023,101-198491-1.pdf,  Wind Sonic OPT 1,  Anemômetro Ultrassônico,   20370132
2023,101-198492-1.pdf,  Wind Sonic OPT 1,  Anemômetro Ultrassônico,  20370132
2023,101-198499-1.pdf,  VsensDB-V,  Anemômetro de Copos,   VV00137
2023,101-198501-1.pdf,  14595 Reed,  Anemômetro de Copos,   454389.0008
2023,101-198502-1.pdf,  14595 Reed,  Anemômetro de Copos,   454389.0009
2023,101-198530-1.pdf,   Vantage Pro2 (6152CUK),  Estação Meteorológica,  BF200922001
2023,101-198532-1.pdf,  Vantage Pro2 (6152CUK),  Estação Meteorológica,  BF200922001
2023,101-198570-1.pdf,  425,  Anemômetro de fio quente,  02901287
2023,101-198571-1.pdf,  425,  Anemômetro de fio quente,  02901287
2023,101-198596-1.pdf,  Wind Sonic OPT1,  Anemômetro Ultrassônico,  20370132
2023,101-198599-1.pdf,  Wind Sonic OPT1,  Anemômetro Ultrassônico,  20370131
2023,101-198699-1.pdf,  AH-2110LM,  Aneômetro de Copos,   230811
2023,101-198710-1.pdf,  AH-2110LM,  Aneômetro de Copos,   230810
2023,101-198712-1.pdf,  03102L,  Aneômetro de Copos,   230813
2023,101-198715-1.pdf,  03102L,  Aneômetro de Copos,   230812
2023,101-198742-1.pdf,  9515,  Anemometro de fio quente,  T95152238018
2023,101-198786-1.pdf,  TAV 030,  Anemômetro de Pás,  H20401374
2023,101-198865-1.pdf,  EBT731,  Velgrid,  EBT731733018
2023,101-198870-1.pdf,  EBT731,  Velgrid,  EBT731247014
2023,101-198889-1.pdf,  TAFR-200,  Anemometro de fio quente,  16011301144570
